Time [s],Channel 1
4.246123083,1
4.246201792,0
4.246280833,1
4.246359583,0
4.246438583,1
4.246517333,0
4.246596333,1
4.246675083,0
4.246754125,1
4.246832833,0
4.246911875,1
4.246990583,0
4.247069625,1
4.247148333,0
4.247227375,1
4.247306083,0
4.247385125,1
4.247463833,0
4.247542875,1
4.247621583,0
4.247700625,1
4.247779333,0
4.247858375,1
4.247937083,0
4.248016125,1
4.248094833,0
4.248173875,1
4.248252583,0
4.248331625,1
4.248410333,0
4.248489333,1
4.248568042,0
4.248647083,1
4.248725792,0
4.248804833,1
4.248883583,0
4.248962583,1
4.249041333,0
4.249120375,1
4.249199083,0
4.249278125,1
4.249356833,0
4.249435833,1
4.249514583,0
4.249593625,1
4.249672333,0
4.249751375,1
4.249830083,0
4.249909125,1
4.249987833,0
4.250066833,1
4.250145542,0
4.250224583,1
4.250303292,0
4.250382333,1
4.250461042,0
4.250540083,1
4.250618833,0
4.250697875,1
4.250776583,0
4.250855625,1
4.250934333,0
4.251013375,1
4.251092083,0
4.251171125,1
4.251249833,0
4.251328875,1
4.251407583,0
4.251486625,1
4.251565333,0
4.251644417,1
4.251723125,0
4.251802167,1
4.251880875,0
4.251959917,1
4.252038625,0
4.252117667,1
4.252196375,0
4.252275417,1
4.252354125,0
4.252433167,1
4.252511917,0
4.252590958,1
4.252669667,0
4.252748708,1
4.252827417,0
4.252906458,1
4.252985208,0
4.253064208,1
4.253142958,0
4.253222000,1
4.253300708,0
4.253379750,1
4.253458458,0
4.253537500,1
4.253616208,0
4.253695250,1
4.253774000,0
4.253853042,1
4.253931750,0
4.254010792,1
4.254089500,0
4.254168542,1
4.254247292,0
4.254326333,1
4.254405042,0
4.254484083,1
4.254562792,0
4.254641833,1
4.254720542,0
4.254799583,1
4.254878333,0
4.254957375,1
4.255036083,0
4.255115125,1
4.255193833,0
4.255272875,1
4.255351625,0
4.255430625,1
4.255509375,0
4.255588417,1
4.255667125,0
4.255746167,1
4.255824875,0
4.255903917,1
4.255982625,0
4.256061667,1
4.256140375,0
4.256219417,1
4.256298167,0
4.256377208,1
4.256455917,0
4.256534958,1
4.256613667,0
4.256692708,1
4.256771417,0
4.256850458,1
4.256929167,0
4.257008208,1
4.257086917,0
4.257165958,1
4.257244708,0
4.257323750,1
4.257402458,0
4.257481500,1
4.257560208,0
4.257639250,1
4.257717958,0
4.257797000,1
4.257875708,0
4.257954750,1
4.258033458,0
4.258112500,1
4.258191208,0
4.258270250,1
4.258348958,0
4.258428000,1
4.258506708,0
4.258585750,1
4.258664458,0
4.258743500,1
4.258822208,0
4.258901250,1
4.258979958,0
4.259059000,1
4.259137708,0
4.259216750,1
4.259295500,0
4.259374500,1
4.259453250,0
4.259532292,1
4.259611000,0
4.259690042,1
4.259768750,0
4.259847792,1
4.259926500,0
4.260005542,1
4.260084292,0
4.260163333,1
4.260242042,0
4.260321083,1
4.260399792,0
4.260478833,1
4.260557583,0
4.260636625,1
4.260715333,0
4.260794375,1
4.260873083,0
4.260952125,1
4.261030875,0
4.261109917,1
4.261188625,0
4.261267667,1
4.261346375,0
4.261425417,1
4.261504167,0
4.261583167,1
4.261661917,0
4.261740958,1
4.261819667,0
4.261898708,1
4.261977417,0
4.262056458,1
4.262135167,0
4.262214208,1
4.262292917,0
4.262371958,1
4.262450667,0
4.262529708,1
4.262608458,0
4.262687458,1
4.262766208,0
4.262845250,1
4.262921875,0
4.262998833,1
4.263075500,0
4.263152417,1
4.263229083,0
4.263306042,1
4.263382667,0
4.263459625,1
4.263536292,0
4.263613250,1
4.263689917,0
4.263766875,1
4.263843500,0
4.263920458,1
4.263997125,0
4.264074042,1
4.264150708,0
4.264227667,1
4.264304292,0
4.264381250,1
4.264457917,0
4.264534875,1
4.264611500,0
4.264688458,1
4.264765125,0
4.264842083,1
4.264918708,0
4.264995667,1
4.265072333,0
4.265149292,1
4.265225917,0
4.265302875,1
4.265379500,0
4.265456458,1
4.265533125,0
4.265610083,1
4.265686708,0
4.265763708,1
4.265840333,0
4.265917292,1
4.265993958,0
4.266070917,1
4.266147542,0
4.266224500,1
4.266301167,0
4.266378125,1
4.266454792,0
4.266531708,1
4.266608375,0
4.266685333,1
4.266761958,0
4.266838917,1
4.266915583,0
4.266992500,1
4.267069167,0
4.267146125,1
4.267222792,0
4.267299708,1
4.267376375,0
4.267453333,1
4.267529958,0
4.267606917,1
4.267683583,0
4.267760500,1
4.267837167,0
4.267914125,1
4.267990750,0
4.268067708,1
4.268144375,0
4.268221333,1
4.268297958,0
4.268374917,1
4.268451542,0
4.268528500,1
4.268605167,0
4.268682125,1
4.268758750,0
4.268835708,1
4.268912333,0
4.268989292,1
4.269065958,0
4.269142917,1
4.269219542,0
4.269296500,1
4.269373167,0
4.269450125,1
4.269526750,0
4.269603708,1
4.269680375,0
4.269757333,1
4.269833958,0
4.269910917,1
4.269987583,0
4.270064542,1
4.270141167,0
4.270218125,1
4.270294750,0
4.270371708,1
4.270448375,0
4.270525333,1
4.270601958,0
4.270678917,1
4.270755583,0
4.270832542,1
4.270909167,0
4.270986125,1
4.271062792,0
4.271139750,1
4.271216375,0
4.271293333,1
4.271370000,0
4.271446958,1
4.271523583,0
4.271600542,1
4.271677167,0
4.271754125,1
4.271830792,0
4.271907750,1
4.271984375,0
4.272061333,1
4.272138000,0
4.272214917,1
4.272291583,0
4.272368542,1
4.272445208,0
4.272522167,1
4.272598792,0
4.272675750,1
4.272752417,0
4.272829375,1
4.272906000,0
4.272982958,1
4.273059625,0
4.273136583,1
4.273213208,0
4.273290167,1
4.273366833,0
4.273443792,1
4.273520417,0
4.273597375,1
4.273674042,0
4.273751000,1
4.273827667,0
4.273904583,1
4.273981250,0
4.274058208,1
4.274134833,0
4.274211792,1
4.274288458,0
4.274365375,1
4.274442042,0
4.274519000,1
4.274595625,0
4.274672583,1
4.274749250,0
4.274826208,1
4.274902833,0
4.274979792,1
4.275056458,0
4.275133417,1
4.275210042,0
4.275287042,1
4.275363667,0
4.275440625,1
4.275517292,0
4.275594250,1
4.275670875,0
4.275747833,1
4.275824500,0
4.275901458,1
4.275978125,0
4.276055083,1
4.276131708,0
4.276208667,1
4.276285333,0
4.276362292,1
4.276438917,0
4.276515875,1
4.276592500,0
4.276669458,1
4.276746125,0
4.276823083,1
4.276899708,0
4.276976667,1
4.277053333,0
4.277130292,1
4.277206917,0
4.277283875,1
4.277360500,0
4.277437458,1
4.277514083,0
4.277591042,1
4.277667708,0
4.277744667,1
4.277821292,0
4.277898250,1
4.277974917,0
4.278051833,1
4.278128500,0
4.278205458,1
4.278282083,0
4.278359042,1
4.278435708,0
4.278512667,1
4.278589333,0
4.278666250,1
4.278742917,0
4.278819875,1
4.278896542,0
4.278973458,1
4.279050125,0
4.279127083,1
4.279203708,0
4.279280667,1
4.279357333,0
4.279434292,1
4.279510917,0
4.279587875,1
4.279664542,0
4.279741458,1
4.279818125,0
4.279895083,1
4.279971708,0
4.280048667,1
4.280125333,0
4.280202292,1
4.280278917,0
4.280355875,1
4.280430417,0
4.280505292,1
4.280579875,0
4.280654750,1
4.280729333,0
4.280804208,1
4.280878792,0
4.280953625,1
4.281028208,0
4.281103083,1
4.281177667,0
4.281252542,1
4.281327125,0
4.281402000,1
4.281476583,0
4.281551458,1
4.281626042,0
4.281700917,1
4.281775500,0
4.281850375,1
4.281924958,0
4.281999833,1
4.282074417,0
4.282149292,1
4.282223875,0
4.282298750,1
4.282373333,0
4.282448208,1
4.282522792,0
4.282597667,1
4.282672250,0
4.282747125,1
4.282821708,0
4.282896583,1
4.282971167,0
4.283046042,1
4.283120625,0
4.283195500,1
4.283270083,0
4.283344958,1
4.283419542,0
4.283494375,1
4.283568958,0
4.283643833,1
4.283718417,0
4.283793292,1
4.283867875,0
4.283942750,1
4.284017333,0
4.284092208,1
4.284166750,0
4.284241625,1
4.284316208,0
4.284391083,1
4.284465667,0
4.284540542,1
4.284615125,0
4.284690000,1
4.284764583,0
4.284839458,1
4.284914000,0
4.284988875,1
4.285063458,0
4.285138333,1
4.285212917,0
4.285287792,1
4.285362375,0
4.285437250,1
4.285511833,0
4.285586708,1
4.285661292,0
4.285736167,1
4.285810750,0
4.285885625,1
4.285960208,0
4.286035083,1
4.286109667,0
4.286184542,1
4.286259125,0
4.286334000,1
4.286408583,0
4.286483458,1
4.286558042,0
4.286632917,1
4.286707500,0
4.286782375,1
4.286856958,0
4.286931833,1
4.287006417,0
4.287081292,1
4.287155875,0
4.287230750,1
4.287305333,0
4.287380208,1
4.287454750,0
4.287529667,1
4.287604250,0
4.287679125,1
4.287753708,0
4.287828542,1
4.287903125,0
4.287978000,1
4.288052583,0
4.288127458,1
4.288202042,0
4.288276917,1
4.288351500,0
4.288426375,1
4.288500958,0
4.288575833,1
4.288650417,0
4.288725292,1
4.288799875,0
4.288874750,1
4.288949333,0
4.289024208,1
4.289098792,0
4.289173625,1
4.289248208,0
4.289323083,1
4.289397667,0
4.289472542,1
4.289547125,0
4.289622000,1
4.289696583,0
4.289771458,1
4.289846042,0
4.289920917,1
4.289995458,0
4.290070333,1
4.290144917,0
4.290219792,1
4.290294375,0
4.290369250,1
4.290443833,0
4.290518708,1
4.290593292,0
4.290668167,1
4.290742750,0
4.290817625,1
4.290892208,0
4.290967083,1
4.291041667,0
4.291116542,1
4.291191125,0
4.291266000,1
4.291340583,0
4.291415458,1
4.291490042,0
4.291564917,1
4.291639500,0
4.291714375,1
4.291788958,0
4.291863833,1
4.291938417,0
4.292013292,1
4.292087833,0
4.292162708,1
4.292237292,0
4.292312167,1
4.292386750,0
4.292461625,1
4.292536208,0
4.292611083,1
4.292685667,0
4.292760583,1
4.292835125,0
4.292910000,1
4.292984583,0
4.293059458,1
4.293134042,0
4.293208917,1
4.293283500,0
4.293358375,1
4.293432958,0
4.293507833,1
4.293582417,0
4.293657292,1
4.293731875,0
4.293806750,1
4.293881333,0
4.293956208,1
4.294030833,0
4.294105708,1
4.294180292,0
4.294255167,1
4.294329708,0
4.294404625,1
4.294479167,0
4.294554083,1
4.294628625,0
4.294703542,1
4.294778125,0
4.294853000,1
4.294927583,0
4.295002458,1
4.295077042,0
4.295151917,1
4.295226500,0
4.295301375,1
4.295375958,0
4.295450833,1
4.295525417,0
4.295600292,1
4.295674875,0
4.295749750,1
4.295824333,0
4.295899208,1
4.295973792,0
4.296048667,1
4.296123250,0
4.296198125,1
4.296272708,0
4.296347583,1
4.296422167,0
4.296497042,1
4.296571625,0
4.296646500,1
4.296721083,0
4.296795958,1
4.296870542,0
4.296945417,1
4.297020000,0
4.297094875,1
4.297169458,0
4.297244333,1
4.297318917,0
4.297393792,1
4.297468375,0
4.297543250,1
4.297617833,0
4.297692708,1
4.297767292,0
4.297842167,1
4.297916750,0
4.297991625,1
4.298066208,0
4.298141083,1
4.298215667,0
4.298290542,1
4.298363042,0
4.298435833,1
4.298508333,0
4.298581167,1
4.298653667,0
4.298726458,1
4.298798958,0
4.298871750,1
4.298944292,0
4.299017083,1
4.299089583,0
4.299162375,1
4.299234875,0
4.299307708,1
4.299380208,0
4.299453000,1
4.299525500,0
4.299598292,1
4.299670833,0
4.299743625,1
4.299816125,0
4.299888917,1
4.299961458,0
4.300034250,1
4.300106750,0
4.300179542,1
4.300252042,0
4.300324875,1
4.300397375,0
4.300470167,1
4.300542667,0
4.300615500,1
4.300688000,0
4.300760792,1
4.300833292,0
4.300906125,1
4.300978625,0
4.301051417,1
4.301123917,0
4.301196708,1
4.301269250,0
4.301342042,1
4.301414542,0
4.301487375,1
4.301559875,0
4.301632667,1
4.301705167,0
4.301777958,1
4.301850500,0
4.301923292,1
4.301995792,0
4.302068583,1
4.302141083,0
4.302213875,1
4.302286417,0
4.302359208,1
4.302431708,0
4.302504500,1
4.302577000,0
4.302649792,1
4.302722292,0
4.302795125,1
4.302867625,0
4.302940417,1
4.303012917,0
4.303085708,1
4.303158208,0
4.303231042,1
4.303303542,0
4.303376333,1
4.303448833,0
4.303521625,1
4.303594125,0
4.303666958,1
4.303739458,0
4.303812250,1
4.303884750,0
4.303957583,1
4.304030083,0
4.304102875,1
4.304175375,0
4.304248167,1
4.304320708,0
4.304393500,1
4.304466000,0
4.304538792,1
4.304611292,0
4.304684083,1
4.304756625,0
4.304829417,1
4.304901917,0
4.304974708,1
4.305047208,0
4.305120042,1
4.305192542,0
4.305265333,1
4.305337833,0
4.305410625,1
4.305483125,0
4.305555917,1
4.305628417,0
4.305701208,1
4.305773708,0
4.305846500,1
4.305919042,0
4.305991833,1
4.306064333,0
4.306137125,1
4.306209625,0
4.306282458,1
4.306354958,0
4.306427750,1
4.306500250,0
4.306573083,1
4.306645583,0
4.306718375,1
4.306790875,0
4.306863667,1
4.306936167,0
4.307009000,1
4.307081500,0
4.307154292,1
4.307226792,0
4.307299583,1
4.307372083,0
4.307444875,1
4.307517375,0
4.307590167,1
4.307662708,0
4.307735500,1
4.307808000,0
4.307880792,1
4.307953292,0
4.308026083,1
4.308098583,0
4.308171375,1
4.308243875,0
4.308316667,1
4.308389208,0
4.308462000,1
4.308534500,0
4.308607292,1
4.308679792,0
4.308752583,1
4.308825083,0
4.308897875,1
4.308970375,0
4.309043167,1
4.309115667,0
4.309188458,1
4.309261000,0
4.309333792,1
4.309406292,0
4.309479083,1
4.309551583,0
4.309624375,1
4.309696917,0
4.309769708,1
4.309842208,0
4.309915000,1
4.309987500,0
4.310060292,1
4.310132792,0
4.310205583,1
4.310278083,0
4.310350875,1
4.310423375,0
4.310496167,1
4.310568708,0
4.310641500,1
4.310714000,0
4.310786792,1
4.310859292,0
4.310932083,1
4.311004583,0
4.311077375,1
4.311149875,0
4.311222667,1
4.311295167,0
4.311368000,1
4.311440458,0
4.311513292,1
4.311585792,0
4.311658583,1
4.311731083,0
4.311803875,1
4.311876375,0
4.311949167,1
4.312021667,0
4.312094458,1
4.312167000,0
4.312239792,1
4.312312292,0
4.312385083,1
4.312457583,0
4.312530417,1
4.312602917,0
4.312675708,1
4.312748208,0
4.312821000,1
4.312893500,0
4.312966292,1
4.313038792,0
4.313111583,1
4.313184083,0
4.313256875,1
4.313329375,0
4.313402167,1
4.313474667,0
4.313547458,1
4.313619958,0
4.313692792,1
4.313765292,0
4.313838083,1
4.313910583,0
4.313983375,1
4.314055917,0
4.314128708,1
4.314201208,0
4.314274000,1
4.314346500,0
4.314419292,1
4.314491792,0
4.314564625,1
4.314637125,0
4.314709917,1
4.314782417,0
4.314855208,1
4.314927708,0
4.315000542,1
4.315073042,0
4.315145833,1
4.315218333,0
4.315291125,1
4.315363667,0
4.315436458,1
4.315508958,0
4.315581750,1
4.315654250,0
4.315727042,1
4.315799542,0
4.315872375,1
4.315944875,0
4.316017667,1
4.316090167,0
4.316163000,1
4.316235500,0
4.316308292,1
4.316380833,0
4.316453625,1
4.316526125,0
4.316598917,1
4.316671458,0
4.316744250,1
4.316814667,0
4.316885375,1
4.316955833,0
4.317026542,1
4.317097000,0
4.317167708,1
4.317238125,0
4.317308875,1
4.317379292,0
4.317450000,1
4.317520417,0
4.317591167,1
4.317661583,0
4.317732292,1
4.317802750,0
4.317873458,1
4.317943875,0
4.318014625,1
4.318085042,0
4.318155750,1
4.318226208,0
4.318296917,1
4.318367333,0
4.318438042,1
4.318508500,0
4.318579208,1
4.318649625,0
4.318720375,1
4.318790792,0
4.318861500,1
4.318931958,0
4.319002667,1
4.319073083,0
4.319143833,1
4.319214250,0
4.319284958,1
4.319355417,0
4.319426125,1
4.319496542,0
4.319567292,1
4.319637708,0
4.319708417,1
4.319778875,0
4.319849583,1
4.319920000,0
4.319990750,1
4.320061167,0
4.320131875,1
4.320202333,0
4.320273042,1
4.320343500,0
4.320414208,1
4.320484625,0
4.320555333,1
4.320625792,0
4.320696500,1
4.320766917,0
4.320837625,1
4.320908083,0
4.320978792,1
4.321049208,0
4.321119917,1
4.321190375,0
4.321261083,1
4.321331500,0
4.321402208,1
4.321472667,0
4.321543375,1
4.321613792,0
4.321684500,1
4.321754958,0
4.321825667,1
4.321896083,0
4.321966792,1
4.322037250,0
4.322107958,1
4.322178417,0
4.322249125,1
4.322319542,0
4.322390250,1
4.322460708,0
4.322531417,1
4.322601833,0
4.322672542,1
4.322743000,0
4.322813708,1
4.322884125,0
4.322954833,1
4.323025292,0
4.323096000,1
4.323166417,0
4.323237125,1
4.323307583,0
4.323378292,1
4.323448708,0
4.323519458,1
4.323589875,0
4.323660583,1
4.323731042,0
4.323801750,1
4.323872167,0
4.323942875,1
4.324013333,0
4.324084042,1
4.324154500,0
4.324225208,1
4.324295625,0
4.324366375,1
4.324436792,0
4.324507542,1
4.324577958,0
4.324648667,1
4.324719125,0
4.324789833,1
4.324860250,0
4.324931000,1
4.325001417,0
4.325072167,1
4.325142583,0
4.325213292,1
4.325283750,0
4.325354458,1
4.325424875,0
4.325495583,1
4.325566042,0
4.325636750,1
4.325707208,0
4.325777917,1
4.325848333,0
4.325919083,1
4.325989500,0
4.326060208,1
4.326130667,0
4.326201375,1
4.326271792,0
4.326342542,1
4.326412958,0
4.326483708,1
4.326554125,0
4.326624833,1
4.326695292,0
4.326766000,1
4.326836458,0
4.326907167,1
4.326977583,0
4.327048333,1
4.327118750,0
4.327189458,1
4.327259917,0
4.327330625,1
4.327401042,0
4.327471792,1
4.327542208,0
4.327612917,1
4.327683333,0
4.327754083,1
4.327824500,0
4.327895208,1
4.327965667,0
4.328036375,1
4.328106833,0
4.328177542,1
4.328247958,0
4.328318708,1
4.328389125,0
4.328459833,1
4.328530292,0
4.328601000,1
4.328671417,0
4.328742167,1
4.328812583,0
4.328883292,1
4.328953750,0
4.329024458,1
4.329094875,0
4.329165583,1
4.329236042,0
4.329306750,1
4.329377167,0
4.329447875,1
4.329518333,0
4.329589042,1
4.329659458,0
4.329730208,1
4.329800625,0
4.329871333,1
4.329941792,0
4.330012500,1
4.330082917,0
4.330153625,1
4.330224083,0
4.330294792,1
4.330365208,0
4.330435917,1
4.330506375,0
4.330577083,1
4.330647500,0
4.330718208,1
4.330788667,0
4.330859375,1
4.330929792,0
4.331000500,1
4.331070958,0
4.331141667,1
4.331212083,0
4.331282792,1
4.331353250,0
4.331423958,1
4.331494375,0
4.331565125,1
4.331635542,0
4.331706250,1
4.331776708,0
4.331847417,1
4.331917833,0
4.331988583,1
4.332059000,0
4.332129708,1
4.332200167,0
4.332270875,1
4.332341292,0
4.332412000,1
4.332482458,0
4.332553167,1
4.332623583,0
4.332694333,1
4.332764750,0
4.332835458,1
4.332905917,0
4.332976625,1
4.333047083,0
4.333117792,1
4.333188250,0
4.333258958,1
4.333329375,0
4.333400083,1
4.333470542,0
4.333541250,1
4.333611667,0
4.333682417,1
4.333752833,0
4.333823542,1
4.333894000,0
4.333964708,1
4.334035125,0
4.334105875,1
4.334176292,0
4.334247000,1
4.334317417,0
4.334388167,1
4.334458583,0
4.334529292,1
4.334599750,0
4.334670458,1
4.334740875,0
4.334811625,1
4.334882042,0
4.334952750,1
4.335023208,0
4.335093917,1
4.335164333,0
4.335235042,1
4.335305500,0
4.335376208,1
4.335446625,0
4.335517375,1
4.335587792,0
4.335658500,1
4.335726875,0
4.335795500,1
4.335863875,0
4.335932500,1
4.336000875,0
4.336069500,1
4.336137875,0
4.336206500,1
4.336274875,0
4.336343542,1
4.336411875,0
4.336480542,1
4.336548875,0
4.336617542,1
4.336685875,0
4.336754542,1
4.336822875,0
4.336891542,1
4.336959875,0
4.337028542,1
4.337096875,0
4.337165542,1
4.337233875,0
4.337302500,1
4.337370875,0
4.337439542,1
4.337507875,0
4.337576542,1
4.337644875,0
4.337713542,1
4.337781917,0
4.337850542,1
4.337918917,0
4.337987542,1
4.338055917,0
4.338124542,1
4.338192917,0
4.338261542,1
4.338329917,0
4.338398542,1
4.338466917,0
4.338535542,1
4.338603917,0
4.338672542,1
4.338740917,0
4.338809542,1
4.338877917,0
4.338946542,1
4.339014917,0
4.339083542,1
4.339151875,0
4.339220542,1
4.339288917,0
4.339357542,1
4.339425875,0
4.339494542,1
4.339562875,0
4.339631542,1
4.339699917,0
4.339768542,1
4.339836875,0
4.339905542,1
4.339973917,0
4.340042542,1
4.340110917,0
4.340179542,1
4.340247917,0
4.340316542,1
4.340384917,0
4.340453542,1
4.340521875,0
4.340590542,1
4.340658875,0
4.340727542,1
4.340795917,0
4.340864542,1
4.340932917,0
4.341001542,1
4.341069917,0
4.341138542,1
4.341206917,0
4.341275542,1
4.341343917,0
4.341412542,1
4.341480917,0
4.341549542,1
4.341617917,0
4.341686542,1
4.341754917,0
4.341823542,1
4.341891917,0
4.341960583,1
4.342028917,0
4.342097583,1
4.342165917,0
4.342234542,1
4.342302917,0
4.342371542,1
4.342439917,0
4.342508542,1
4.342576917,0
4.342645542,1
4.342713917,0
4.342782542,1
4.342850917,0
4.342919542,1
4.342987917,0
4.343056542,1
4.343124917,0
4.343193542,1
4.343261917,0
4.343330542,1
4.343398917,0
4.343467583,1
4.343535917,0
4.343604583,1
4.343672917,0
4.343741542,1
4.343809917,0
4.343878542,1
4.343946917,0
4.344015542,1
4.344083917,0
4.344152542,1
4.344220917,0
4.344289542,1
4.344357917,0
4.344426542,1
4.344494917,0
4.344563542,1
4.344631917,0
4.344700542,1
4.344768917,0
4.344837542,1
4.344905917,0
4.344974542,1
4.345042917,0
4.345111542,1
4.345179875,0
4.345248542,1
4.345316875,0
4.345385542,1
4.345453875,0
4.345522500,1
4.345590875,0
4.345659500,1
4.345727875,0
4.345796500,1
4.345864875,0
4.345933500,1
4.346001833,0
4.346070500,1
4.346138875,0
4.346207500,1
4.346275875,0
4.346344500,1
4.346412875,0
4.346481542,1
4.346549875,0
4.346618542,1
4.346686875,0
4.346755542,1
4.346823875,0
4.346892542,1
4.346960875,0
4.347029542,1
4.347097917,0
4.347166542,1
4.347234917,0
4.347303542,1
4.347371917,0
4.347440542,1
4.347508917,0
4.347577542,1
4.347645917,0
4.347714542,1
4.347782917,0
4.347851542,1
4.347919917,0
4.347988542,1
4.348056917,0
4.348125583,1
4.348193917,0
4.348262583,1
4.348330917,0
4.348399583,1
4.348467917,0
4.348536583,1
4.348604958,0
4.348673583,1
4.348741958,0
4.348810583,1
4.348878958,0
4.348947583,1
4.349015958,0
4.349084583,1
4.349152917,0
4.349221583,1
4.349289917,0
4.349358583,1
4.349426917,0
4.349495542,1
4.349563917,0
4.349632542,1
4.349700917,0
4.349769542,1
4.349837917,0
4.349906542,1
4.349974917,0
4.350043542,1
4.350111917,0
4.350180542,1
4.350248917,0
4.350317542,1
4.350385917,0
4.350454542,1
4.350522917,0
4.350591542,1
4.350659875,0
4.350728542,1
4.350796875,0
4.350865500,1
4.350933875,0
4.351002500,1
4.351070875,0
4.351139500,1
4.351207875,0
4.351276500,1
4.351344833,0
4.351413500,1
4.351481833,0
4.351550500,1
4.351618833,0
4.351687500,1
4.351755833,0
4.351824458,1
4.351892833,0
4.351961458,1
4.352029833,0
4.352098458,1
4.352166833,0
4.352235500,1
4.352303833,0
4.352372500,1
4.352440833,0
4.352509458,1
4.352577833,0
4.352646458,1
4.352714833,0
4.352783458,1
4.352851833,0
4.352920458,1
4.352988833,0
4.353057458,1
4.353125833,0
4.353194458,1
4.353262792,0
4.353331458,1
4.353399792,0
4.353468417,1
4.353536792,0
4.353605417,1
4.353673792,0
4.353742417,1
4.353810792,0
4.353879417,1
4.353947792,0
4.354016417,1
4.354084792,0
4.354153417,1
4.354221792,0
4.354290417,1
4.354358792,0
4.354427417,1
4.354495792,0
4.354564417,1
4.354632792,0
4.354701417,1
4.354769792,0
4.354838458,1
4.354906792,0
4.354975458,1
4.355043792,0
4.355112458,1
4.355180792,0
4.355249458,1
4.355315750,0
4.355382292,1
4.355448583,0
4.355515125,1
4.355581417,0
4.355647958,1
4.355714250,0
4.355780792,1
4.355847083,0
4.355913667,1
4.355979958,0
4.356046500,1
4.356112792,0
4.356179333,1
4.356245625,0
4.356312167,1
4.356378458,0
4.356445042,1
4.356511333,0
4.356577875,1
4.356644167,0
4.356710708,1
4.356777000,0
4.356843542,1
4.356909833,0
4.356976417,1
4.357042708,0
4.357109250,1
4.357175542,0
4.357242083,1
4.357308375,0
4.357374958,1
4.357441250,0
4.357507792,1
4.357574083,0
4.357640667,1
4.357706917,0
4.357773500,1
4.357839792,0
4.357906333,1
4.357972625,0
4.358039167,1
4.358105458,0
4.358172042,1
4.358238333,0
4.358304875,1
4.358371167,0
4.358437708,1
4.358504000,0
4.358570542,1
4.358636833,0
4.358703375,1
4.358769667,0
4.358836250,1
4.358902500,0
4.358969042,1
4.359035333,0
4.359101917,1
4.359168208,0
4.359234750,1
4.359301042,0
4.359367583,1
4.359433875,0
4.359500458,1
4.359566750,0
4.359633292,1
4.359699583,0
4.359766125,1
4.359832417,0
4.359899000,1
4.359965292,0
4.360031833,1
4.360098125,0
4.360164667,1
4.360230958,0
4.360297542,1
4.360363833,0
4.360430375,1
4.360496667,0
4.360563250,1
4.360629542,0
4.360696083,1
4.360762375,0
4.360828958,1
4.360895250,0
4.360961792,1
4.361028125,0
4.361094667,1
4.361160958,0
4.361227500,1
4.361293792,0
4.361360375,1
4.361426667,0
4.361493250,1
4.361559542,0
4.361626083,1
4.361692375,0
4.361758917,1
4.361825250,0
4.361891792,1
4.361958083,0
4.362024625,1
4.362090917,0
4.362157500,1
4.362223792,0
4.362290333,1
4.362356625,0
4.362423167,1
4.362489458,0
4.362556042,1
4.362622333,0
4.362688875,1
4.362755167,0
4.362821708,1
4.362888000,0
4.362954583,1
4.363020875,0
4.363087417,1
4.363153708,0
4.363220250,1
4.363286542,0
4.363353125,1
4.363419417,0
4.363485958,1
4.363552250,0
4.363618833,1
4.363685125,0
4.363751667,1
4.363817958,0
4.363884500,1
4.363950792,0
4.364017375,1
4.364083667,0
4.364150208,1
4.364216500,0
4.364283042,1
4.364349333,0
4.364415917,1
4.364482208,0
4.364548750,1
4.364615042,0
4.364681583,1
4.364747875,0
4.364814458,1
4.364880708,0
4.364947292,1
4.365013583,0
4.365080125,1
4.365146417,0
4.365213000,1
4.365279292,0
4.365345833,1
4.365412125,0
4.365478667,1
4.365544958,0
4.365611500,1
4.365677792,0
4.365744375,1
4.365810667,0
4.365877208,1
4.365943500,0
4.366010042,1
4.366076333,0
4.366142875,1
4.366209167,0
4.366275708,1
4.366342000,0
4.366408542,1
4.366474833,0
4.366541375,1
4.366607667,0
4.366674250,1
4.366740500,0
4.366807083,1
4.366873375,0
4.366939917,1
4.367006208,0
4.367072792,1
4.367139042,0
4.367205625,1
4.367271917,0
4.367338458,1
4.367404750,0
4.367471292,1
4.367537583,0
4.367604125,1
4.367670417,0
4.367737000,1
4.367803250,0
4.367869833,1
4.367936125,0
4.368002667,1
4.368068958,0
4.368135542,1
4.368201792,0
4.368268375,1
4.368334667,0
4.368401208,1
4.368467500,0
4.368534042,1
4.368600333,0
4.368666875,1
4.368733167,0
4.368799750,1
4.368866042,0
4.368932583,1
4.368998875,0
4.369065417,1
4.369131708,0
4.369198292,1
4.369264583,0
4.369331125,1
4.369397417,0
4.369463958,1
4.369530250,0
4.369596833,1
4.369663125,0
4.369729667,1
4.369795958,0
4.369862500,1
4.369928792,0
4.369995333,1
4.370061625,0
4.370128167,1
4.370194458,0
4.370261000,1
4.370327292,0
4.370393833,1
4.370460125,0
4.370526667,1
4.370592958,0
4.370659542,1
4.370725833,0
4.370792375,1
4.370858625,0
4.370925208,1
4.370991500,0
4.371058042,1
4.371124333,0
4.371190875,1
4.371257167,0
4.371323708,1
4.371390000,0
4.371456542,1
4.371522833,0
4.371589375,1
4.371655667,0
4.371722208,1
4.371788500,0
4.371855083,1
4.371921333,0
4.371987917,1
4.372054208,0
4.372120750,1
4.372187042,0
4.372253583,1
4.372319875,0
4.372386417,1
4.372452708,0
